Batch_ID,Brew_Date,Beer_Style,SKU,Location,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Ingredient_Ratio,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging
6918693,2020-03-07 04:15:47,Wheat Beer,Cans,Yelahanka,15,21.06175006582824,4.559028089659057,1.079928412925848,4.567531706959342,54,17,1:0.31:0.21,2242,18331.520588276253,8.849563033965696,78.05715608243537,3.001034632189017,4.089596067674169,4.776746006799344
285225,2020-01-18 11:42:44,Stout,Cans,Marathahalli,13,15.393532712918589,5.306234648708408,1.0661919216132336,5.295711951641394,48,9,1:0.40:0.14,4536,4702.90693559068,8.258021135483485,82.1376482293858,3.3526976380534004,4.582263739393245,2.816994806841739
9633934,2020-01-01 13:06:38,Stout,Bottles,Whitefield,11,16.333021424872914,4.724393852257988,1.0625647321673146,4.809199281784989,33,12,1:0.27:0.27,1293,17968.256269453293,6.248202136232544,85.8714063495591,3.430283955472832,1.5532391458418724,2.7008734324885664
6955341,2020-01-24 02:08:00,Lager,Bottles,Jayanagar,13,20.685467803055754,5.254320303658076,1.0394375362556152,5.260742037193482,25,19,1:0.48:0.11,1980,6408.057094307657,6.458746860501984,77.39936108663778,4.728295060865723,1.4306441703750727,1.3818926088730603
1553405,2020-03-02 21:35:04,Porter,Pints,Yelahanka,15,19.220736684517853,5.4500432724543,1.0519591007164777,4.503031419480305,26,18,1:0.40:0.30,3753,9739.784328848553,8.021114668499537,79.66577347415608,4.762315091612312,1.0720765387815323,1.5250744112278158
6814248,2020-02-07 09:00:01,Stout,Kegs,Yelahanka,11,24.176512719315863,4.8902636638709005,1.0500560750281414,4.578458776206538,34,9,1:0.42:0.22,2897,6992.626335771758,8.195791005216428,87.75068351731429,2.087990549546109,4.894575512513818,2.462779671544705
834561,2020-01-12 19:28:40,IPA,Bottles,Koramangala,14,19.25321158795801,5.363244235358506,1.0519585451410356,5.607683295056105,55,18,1:0.42:0.16,2786,15734.968376336305,8.846379773348014,71.53437304704919,1.2750338174274505,1.276774936939232,4.646820703093542
2421769,2020-02-07 22:09:52,Stout,Bottles,Koramangala,16,19.74041359220537,5.260748634300352,1.0560154363468666,5.455718293245838,56,17,1:0.44:0.16,3957,8978.538960027512,9.249274187856582,74.35658788146523,1.3025602880696137,1.6847825226783466,3.590426840063819
2194938,2020-02-03 02:34:04,Stout,Pints,Electronic City,13,23.126934840738457,5.4292979246151125,1.0548963845299208,5.545602347125664,28,15,1:0.31:0.13,2892,3302.195905361511,8.99964983983143,83.80455874059868,4.197950515106786,4.914123073388371,4.805462176370845
7522207,2020-01-12 17:16:58,Ale,Kegs,Indiranagar,13,22.444151912632503,5.022855246118863,1.069648539809433,5.560832915269619,30,7,1:0.39:0.11,2824,17531.5981913971,6.992750131602934,73.37192950056973,4.288683043612998,1.2938347320466277,2.771739283561167
143809,2020-01-27 04:57:45,Stout,Kegs,Yelahanka,14,18.99115153460846,5.333143013789854,1.048693866750925,4.836857132895752,40,9,1:0.21:0.18,2126,15101.5780865922,7.956780786964636,72.05596459905213,4.55329489731802,4.843953252222541,2.2722738638960944
9697028,2020-03-03 18:08:14,Pilsner,Kegs,Koramangala,19,24.322140569309216,5.48158180325905,1.0458304451896083,5.035626362847717,45,10,1:0.43:0.16,2385,16074.930731085076,7.863037286581646,88.89493166191065,4.863946026500899,2.0886500860482293,4.097153338957714
5649553,2020-03-05 19:12:30,Pilsner,Kegs,Jayanagar,19,21.883046853207716,5.04486205618539,1.0681846244570623,4.621375752404035,49,12,1:0.41:0.23,2988,8141.09053776819,6.677862440419586,74.63641071709709,2.8578006003430505,1.4889369672014,2.350837286980137
4806941,2020-01-20 23:08:23,Stout,Bottles,Electronic City,18,19.66045386721916,5.120599700641649,1.060332052432353,5.507473214617978,29,18,1:0.35:0.12,1786,1832.8525963861969,7.707518543568753,88.0917953221244,2.414893507526191,4.652933906608256,2.788803390551008
4587739,2020-03-06 10:04:37,Sour,Kegs,Electronic City,10,21.81799167717456,5.329274519872344,1.0627030196643652,5.547966070614571,37,8,1:0.31:0.20,2955,14463.250573143849,9.557512153782406,85.79700798684128,1.4554139621065536,3.052187506417776,2.2994845477201395
2237123,2020-02-08 13:44:44,Ale,Bottles,Marathahalli,17,17.322559395095986,5.156229484323765,1.0382674100330134,4.850986311615631,35,15,1:0.37:0.18,1272,4774.38301984465,8.859602733472073,88.898732217979,4.696568826646725,2.9449999994283718,4.402199888236227
4671527,2020-02-19 15:54:09,Lager,Pints,Indiranagar,14,21.664506837757145,4.625679022653555,1.0763653668219515,5.638133816434865,55,7,1:0.47:0.21,590,12648.180222429117,6.765910522664653,76.18001643343422,4.454623902846792,3.341687884791037,4.439272611969309
1676287,2020-01-07 07:50:25,Porter,Cans,Yelahanka,15,22.555557472648804,4.686568395551198,1.074489071665433,4.889137348976101,40,15,1:0.48:0.29,3719,8932.39863309844,7.018361986163288,72.13215762760039,2.360834900260679,3.2585530810528875,1.8383074647655893
4194176,2020-02-06 00:13:58,Lager,Bottles,Marathahalli,11,22.908990825344937,4.995872852603577,1.0442797213528137,5.966278477778102,24,5,1:0.27:0.12,2728,13732.103086594429,8.456455649284376,77.34545020539835,4.115154138906265,4.690350769803122,4.196562847397409
3908123,2020-02-15 23:25:56,Sour,Cans,Malleswaram,13,24.284081489633365,5.14185951669894,1.0689386357896111,5.864254953320197,55,7,1:0.40:0.17,3214,19737.55138553747,7.381511747990697,84.16293835061609,2.111013742413122,2.906688773168705,3.604113797897642
9325284,2020-02-14 02:32:46,IPA,Pints,Whitefield,17,15.669226366679792,5.061313211335455,1.073354760536672,4.90312277528121,34,14,1:0.45:0.28,973,17059.049642147038,9.244352921928307,75.07673580068275,1.1797420027790675,1.796836838686839,1.0588330590919297
2636741,2020-01-28 04:34:49,Stout,Kegs,Jayanagar,10,18.12000563162693,4.631983183329096,1.0567603395260965,4.857128473957408,35,13,1:0.46:0.18,4761,19238.506261974275,9.196075634580914,87.51610538553018,3.936176403328493,3.5396960645787825,3.148822472003251
5549611,2020-01-22 17:30:10,Wheat Beer,Cans,Marathahalli,10,20.52614794413494,4.821680770187567,1.073326153178147,5.178887923584404,57,10,1:0.22:0.13,3707,3164.882245663526,7.945892969506837,83.73002341873726,4.44896304189003,4.299350548961911,2.20413403729308
2678492,2020-02-16 15:02:29,Lager,Cans,Jayanagar,15,24.413498435787297,5.302639976597847,1.076403883847099,4.883375078767901,20,12,1:0.49:0.25,4701,15430.190961504875,8.701104167903363,74.06158145637373,3.723257733531252,1.9844870304342304,2.2147671278058323
6841132,2020-01-13 13:27:29,Lager,Kegs,Koramangala,18,18.80338169775778,4.756596993037327,1.03560952921426,5.080514162800951,28,8,1:0.42:0.24,1047,14596.126968505205,8.440811362265201,73.97930659114111,3.5174644224393066,2.6774292732339893,4.01545962491043
5041652,2020-01-20 12:46:45,Porter,Cans,Malleswaram,19,20.25416686375253,4.726340846504672,1.0377316069612936,4.593527386982283,20,19,1:0.41:0.26,515,4428.03453235863,6.067415618116549,70.0529559159918,3.157779776774244,4.345838644855981,1.911379326270267
1032523,2020-02-07 21:32:19,Lager,Cans,HSR Layout,14,16.04256625335477,5.140804775717192,1.0352257870336987,4.533885278961947,44,7,1:0.28:0.19,3312,14446.89051817408,9.63440793449358,83.56387099267747,2.4673189731566136,1.1879043536171392,3.6428875909461578
8683412,2020-02-03 23:49:01,Ale,Pints,Koramangala,18,20.925917511647388,5.124597914238363,1.0391877405640284,5.208292581061688,53,12,1:0.50:0.29,4323,7465.339648760599,6.174035354184145,83.07464945508247,2.223828460934993,4.48498843703392,4.600117867741188
2056578,2020-02-01 08:55:36,Ale,Pints,Koramangala,11,16.449011639360453,5.188654303254396,1.0391966177899918,4.881336714459901,25,12,1:0.49:0.18,1188,8610.65973589906,7.145153581223994,88.1289101582862,4.746976410621434,3.121343243520708,3.2656971666493795
6036974,2020-02-28 04:35:58,Sour,Bottles,Rajajinagar,12,17.753195890694997,5.4873395405655705,1.0742113104657551,5.259998955217598,42,18,1:0.43:0.19,4499,15978.360197721802,8.778394761927453,82.41712764100822,2.5940433068120896,2.793530065582374,3.4358207263776355
2285352,2020-01-15 12:39:14,Pilsner,Kegs,Yelahanka,10,16.21868634344344,4.898790756823269,1.03396320304111,5.202133933596057,28,12,1:0.44:0.22,3322,14569.042052330726,9.749806772107824,83.60689471578569,1.097721015312172,2.366213131891106,1.7263191772667588
4424186,2020-02-03 17:39:40,IPA,Bottles,Electronic City,14,22.53517372538921,4.563946304502883,1.0717809412733088,5.810009052362339,36,14,1:0.22:0.20,2386,10378.173479059094,9.106924151107606,80.54652801602042,4.95135591432587,2.319359156637973,1.4344960961756432
6664531,2020-02-08 04:18:55,IPA,Kegs,Indiranagar,18,16.990929259298966,5.185362741817618,1.0462910451084382,5.414180198124551,52,13,1:0.21:0.15,2752,2264.0646447823565,8.1215000168061,85.22059852570557,2.84367784811195,1.9849553720681652,2.1825001343850907
368939,2020-03-11 01:36:50,Stout,Cans,Malleswaram,19,16.272148362786258,5.4131991547205,1.0473870563641952,5.6518273859297725,44,13,1:0.49:0.10,2172,4594.983290748255,7.763069844544193,76.12205365482758,3.197516046495861,2.379844530477522,2.8381074476234818
1266679,2020-03-08 14:53:39,Porter,Cans,HSR Layout,13,16.750980227179323,4.547228629516256,1.038856676810197,5.907507588378515,56,19,1:0.32:0.16,1757,9593.815419856674,6.206573985069646,81.49903327646152,2.6073603822386264,1.7692914566971738,1.8971778338472616
3104467,2020-02-02 20:27:14,Wheat Beer,Cans,Koramangala,16,24.860645559089797,4.596796055070467,1.047139513058108,5.627810668508918,22,9,1:0.21:0.30,2204,17871.47994471391,7.41030804433554,88.34622036499664,4.808830738665984,2.3946241216094184,1.6298567678451144
6163465,2020-03-02 14:22:00,Pilsner,Bottles,Rajajinagar,13,18.785084340476587,4.901784922684351,1.0757024532898272,4.733540069173802,49,6,1:0.28:0.25,4135,14641.205386656708,6.203339715765589,78.16551287635713,2.0916251140767232,2.565757598025157,1.474097434728082
3353513,2020-02-25 05:40:29,Pilsner,Cans,Koramangala,19,23.2187094925565,4.951236408344583,1.0381052660444392,5.690809835023215,39,19,1:0.44:0.12,4484,19555.090705571096,9.366328929028064,77.99752970113032,3.0300390035086315,3.110554473605132,2.215309682238593
9790316,2020-02-11 12:09:34,Pilsner,Cans,Yelahanka,11,19.282912926342,5.473736681286009,1.034186473627445,5.257748647007868,59,14,1:0.39:0.24,4292,5911.830654787375,6.763542418879878,75.95726215588832,2.3976513079052246,4.150371516850981,3.3206856526317763
1544660,2020-01-16 18:31:41,Ale,Cans,Whitefield,15,17.83822216222026,4.625798752273588,1.0639688443774356,4.660977056101558,46,5,1:0.41:0.24,1135,9411.390174380744,7.680581672783343,87.08577941207805,3.409089065649624,3.3620197940281704,1.7565990548228458
9157264,2020-01-21 01:38:43,IPA,Pints,Jayanagar,15,20.172940605911396,5.363473865149421,1.035493501118362,5.940175036039701,39,16,1:0.25:0.22,648,3269.547036875519,6.094056073132369,78.99508814644051,2.2149036886309914,3.923921211136568,4.055258620823798
5908770,2020-01-15 15:26:20,Porter,Kegs,Whitefield,11,17.03397294239944,5.337390656328314,1.0323878355282736,4.861479734484628,36,18,1:0.33:0.27,4022,10255.590798563508,8.414521961255584,85.31796065464964,4.152368612836543,3.1474166935378287,2.9192968423356542
2015859,2020-02-11 17:52:18,Sour,Bottles,Jayanagar,15,16.197558140524976,4.91415285527778,1.0396541898059044,5.107629347481974,20,17,1:0.23:0.22,4637,2617.950887449527,8.131065835289192,70.8254501475566,3.100274747569322,4.113896718913534,3.3137925349092083
5669758,2020-01-25 13:34:31,Lager,Bottles,Indiranagar,14,23.950715692017432,5.017201649832335,1.061824523766055,5.197325305573076,49,10,1:0.29:0.22,3444,6509.148845159729,9.851026814514771,73.3074170066025,3.189805796285882,1.8706965316907656,2.429041885389242
3221389,2020-01-24 07:21:43,Ale,Bottles,HSR Layout,15,21.511427957969968,4.7844310302426925,1.0626683410346274,5.2910720763529895,49,8,1:0.43:0.17,1270,19995.86980875421,9.81887306422722,82.31529842587248,2.0417811838753503,2.576940233957476,1.2950350790206606
793027,2020-03-12 18:14:22,Wheat Beer,Bottles,Malleswaram,14,15.144530674721208,5.024481349126559,1.0533361493176994,4.6289321765960265,51,6,1:0.30:0.18,3887,1543.7673287355574,6.883829488351496,83.62694995678876,3.087651492744424,1.786215037797509,1.4131664172527518
3909884,2020-01-09 16:18:40,Wheat Beer,Kegs,Whitefield,12,15.58637389786962,5.443112473860659,1.0630657025157535,5.394725494401969,31,18,1:0.48:0.17,4712,16734.691513901253,9.258779650458132,78.93268839182562,2.986165028966397,3.803114197930087,4.60944541262286
2024709,2020-02-06 17:05:57,Stout,Bottles,Jayanagar,18,23.487849865443813,4.570813957506205,1.0472954552731768,5.276314526369156,22,17,1:0.38:0.11,1235,9628.33755780226,6.817854171571545,78.55605436024119,1.033103526527095,2.8054704755212816,2.2974363349876072
7706770,2020-03-11 17:27:18,Sour,Kegs,Koramangala,12,23.88294211459185,5.220938421899504,1.0775685712214205,5.4770023350335695,45,7,1:0.45:0.14,4185,8021.761389727076,7.671560618276503,74.74072704254151,4.522597083827616,2.224380708306816,3.280300279092333
7481364,2020-01-19 19:52:31,IPA,Cans,Malleswaram,17,19.470559437687623,5.323004893808594,1.074362067558154,4.758833542966316,42,8,1:0.35:0.29,1609,1443.2271624884015,7.689888870830407,78.99360107957516,3.7054367755761866,1.6501873248405192,1.4408522599464044
8214302,2020-03-03 04:25:00,Sour,Bottles,Jayanagar,12,17.216176302671503,4.884645773124796,1.0448283271283314,4.966822475646041,20,19,1:0.22:0.12,3041,9704.008247343838,6.310783231347596,75.09924215629911,2.2074767397495805,4.226790445595307,1.3823336590120876
2893490,2020-02-12 18:29:50,IPA,Bottles,Malleswaram,15,20.86651441020021,4.645678168289836,1.0757324652221183,5.750951952867028,31,17,1:0.38:0.26,1826,14539.28406867391,7.9805335845709635,79.9061182549986,3.237719597379943,2.016487093877391,1.0337513785096584
2748819,2020-01-04 13:08:52,Porter,Bottles,Koramangala,13,16.374635667969255,5.21974581830506,1.0397127857780926,4.90508130213218,53,17,1:0.40:0.13,1636,7060.668882524728,9.830050196047235,71.34083952465228,1.084917497721631,4.177081423203331,2.8228033862852286
5205090,2020-02-15 21:18:41,IPA,Cans,Yelahanka,11,16.243210271344463,5.184169999149651,1.0603868031209494,5.659590036145776,32,15,1:0.21:0.30,1674,14561.875914595888,8.565874532425582,74.63537259087829,1.66166847328347,3.009177867138113,4.424911859096024
5796818,2020-02-03 23:29:17,Wheat Beer,Kegs,Marathahalli,13,18.46871796521334,4.641402616642456,1.0775757726839776,4.544751821809983,45,17,1:0.23:0.30,1531,1639.4282831170724,6.277633232665568,87.9940001041417,2.8540258922074275,4.648084710237018,3.347431263349771
4536177,2020-03-07 00:23:19,Stout,Kegs,Indiranagar,13,22.109442454957072,5.362920306426906,1.0565899456044947,5.605586465706043,30,7,1:0.50:0.28,1364,17188.561583235045,9.73387854107169,84.45565959146334,2.161275450035068,4.113341607853284,4.091487532130525
2479085,2020-02-12 13:28:08,IPA,Bottles,Yelahanka,12,23.57082051077425,5.255062009523184,1.0712803234539243,4.868682889781757,46,19,1:0.28:0.26,3803,8215.235552294494,7.198785800976952,73.7431022985869,3.0322975703059747,4.153756154873781,3.565128160343429
4723186,2020-01-04 01:16:24,IPA,Bottles,Electronic City,16,22.779356964463325,4.686288917246922,1.074187138909677,4.985790805413208,47,15,1:0.23:0.19,1619,2058.2273330443613,6.501870725685969,78.57845595514499,3.816856037615517,1.3029697958395263,3.2641744812355
9523715,2020-01-16 23:16:05,Porter,Cans,HSR Layout,14,15.192839319706742,4.96769765895652,1.0440200934574706,5.470771641586283,32,13,1:0.43:0.19,4174,11538.179783129275,8.203563623744975,71.37375027021022,2.0912188630470454,3.7337443278705775,2.003722249600612
9982408,2020-02-10 20:00:11,Lager,Kegs,Malleswaram,11,21.38489884292472,4.8962617277168015,1.0445809929890446,5.26984015235669,56,5,1:0.22:0.12,608,14579.549370127685,6.222744220092097,88.24816142547449,4.841992339312044,3.3628077983452243,2.3992625947487443
2252540,2020-03-02 02:32:51,Pilsner,Bottles,Rajajinagar,16,16.51284971642061,4.645744566128563,1.031851613848744,5.457125289547198,24,14,1:0.23:0.22,4938,18887.80547199533,7.289794922942814,80.18562672965659,1.465411453573858,1.4316541448065512,3.44857474059777
2279017,2020-01-08 17:56:37,Pilsner,Bottles,Yelahanka,19,22.13307919905807,5.313178419283694,1.03397673884291,5.78746060897151,54,7,1:0.29:0.28,4808,3518.3654037777123,6.01522358371566,75.01984855084002,1.2973350524380112,1.920233750465865,2.8523012885866863
9212771,2020-02-04 02:36:10,Pilsner,Cans,HSR Layout,18,24.56391407312415,4.993716860560429,1.0697324022943746,4.839869299175236,51,15,1:0.20:0.27,3361,9184.379883395382,9.365241750463625,80.04113163809141,3.9371423800464025,4.194945661706673,2.710552641071755
6748934,2020-01-01 20:54:02,Porter,Kegs,Whitefield,18,16.783870025662356,4.821621693573714,1.0476397994990272,5.061424138607914,41,10,1:0.48:0.11,2318,12529.756881878477,6.650361488551457,85.63897547938541,2.4398567105959743,1.2056341336634326,4.007570611919271
9125214,2020-01-31 03:16:06,Ale,Pints,Whitefield,14,17.43753644580574,4.529243411137501,1.0781545078436825,5.946569522072288,38,15,1:0.36:0.25,2714,18744.19963164482,6.849254947401378,86.18319935635579,1.5366631616550994,4.487110137744139,1.5675972039149315
6799037,2020-01-26 06:42:59,Stout,Cans,Koramangala,17,23.53368264582303,5.057679706195232,1.0676123790436305,5.887759681659819,50,18,1:0.29:0.29,3319,3230.9557307609616,8.071188003585076,82.51691043338644,3.202616995946768,1.172360353148003,2.824716170283068
4828465,2020-02-27 13:53:44,Porter,Kegs,HSR Layout,11,16.705181705988956,4.839690110720088,1.0448750227373336,4.895070498415897,52,12,1:0.38:0.28,1286,17050.7485757213,6.558477142299242,75.74702550447293,3.6565840570885775,2.481785255734396,3.971015378223093
7616575,2020-02-25 07:17:14,Porter,Kegs,Marathahalli,14,16.1643853178439,5.16324239055271,1.0678099530705172,4.748111552774021,24,19,1:0.35:0.14,4430,9407.292871458323,8.436487270259144,82.72821158671353,4.436075407534934,3.3442712049621144,2.5292982479703743
300632,2020-01-06 14:47:08,Sour,Bottles,Malleswaram,14,24.454786341709852,5.240395675128501,1.0746684480286328,5.04637840563123,24,11,1:0.35:0.27,1514,7514.854947790784,9.217468951062802,89.26712743610689,2.851202292061982,4.441279375005331,1.423750231305645
3995796,2020-01-19 15:45:35,Lager,Bottles,Koramangala,19,18.85589809211645,5.02435353845012,1.0632754035524277,5.752834166847462,58,17,1:0.37:0.26,1175,13614.490451324067,8.01916200663582,89.64057947223215,4.324603126486982,1.449047117246019,4.3850931587995055
5178135,2020-03-03 14:01:45,IPA,Cans,Electronic City,12,17.648382003765892,5.392999304500142,1.0500773320293997,4.775112755719031,51,7,1:0.25:0.20,4950,19777.63695060585,6.634592223812786,88.8968973909691,1.0288735348517188,4.457593306600936,3.950337173278962
6113590,2020-01-03 17:29:23,Lager,Bottles,Yelahanka,19,20.537574389252637,4.793139259954829,1.0690922113114971,5.242413876570754,30,8,1:0.32:0.22,2897,8397.337607668276,8.694093964662391,70.46078047856804,1.0233844964860608,4.79199925036739,1.1166513192800849
7093229,2020-02-13 11:43:38,Lager,Bottles,Electronic City,10,17.38523550639815,4.767904788928924,1.0775053813211408,5.028884969216245,23,6,1:0.30:0.24,4548,5086.845818847472,7.140133303137343,86.96013812883706,2.6027099934918105,3.4528329797119857,1.7470700763942122
4611288,2020-01-30 20:58:11,Wheat Beer,Bottles,Marathahalli,11,24.02980462291013,5.344469785795504,1.0618317059116054,5.743444833989716,47,8,1:0.44:0.14,1625,3235.578455541298,7.331432494552594,86.70747478478646,4.728927694976109,2.7360656503744454,2.9004191658488763
9882757,2020-02-18 21:36:37,IPA,Cans,Electronic City,13,24.186826082336147,4.662732296635431,1.0530352269257424,5.074315374757424,48,19,1:0.22:0.12,3301,18374.30784057196,6.141328470076246,76.54083725118824,3.2135753957151643,1.5211502355722413,3.915577138853288
5826277,2020-01-29 17:56:22,Ale,Pints,Koramangala,14,19.555311403541847,4.533180606397797,1.046585333380495,5.75933877187426,44,5,1:0.21:0.12,4531,7515.564455997727,6.424289887811707,83.01085247201762,3.121973797752331,4.457620904341226,1.3420478226943595
4946324,2020-03-29 08:14:14,Porter,Kegs,Yelahanka,10,15.065166337625373,4.874798297612328,1.0369673915607185,5.974815340940034,55,8,1:0.26:0.11,2883,6735.142501133291,6.162533785697738,84.5014582393858,1.7535111135315806,3.3875305711461654,1.042576873152659
379579,2020-04-12 06:41:25,Wheat Beer,Pints,Koramangala,15,15.41056950506502,5.102908896679583,1.039479537224416,5.965180337197871,24,16,1:0.46:0.10,2839,6215.296846818752,9.536169260299024,88.73053517803865,3.9488859242418903,1.9734835043000367,2.288424032204277
